0.16367,0.15341,586.57,0.16445,0.15528,591.13,0.088123,0.012589,138.32,-0.022167,0.031746,136.81
0.1317,0.14164,592.07,0.12779,0.12152,523.96,0.077796,-0.011074,142.9,0.077243,0.10188,146.76
0.095501,0.098562,420.9,0.10761,0.10862,396.47,0.0028425,-0.043491,125.9,-0.1282,-0.15605,121.64
0.056489,0.061185,492.8,0.094759,0.087344,520.48,-0.079591,-0.019329,140.93,-0.11342,-0.1751,137.24
0.12107,0.11572,356.99,0.18706,0.19458,472.19,-0.13296,-0.087324,106.54,0.13042,0.097465,97.544
0.15751,0.14818,254.59,0.18842,0.18163,374.69,-0.058807,-0.0065646,86,0.0013676,0.056072,80.914
0.091435,0.084473,215.47,0.14656,0.14353,299.65,-0.19139,-0.011099,67.621,-0.10179,-0.18435,60.851
0.1422,0.14502,128.13,0.1866,0.193,224.23,-0.2557,0.0026525,47.594,0.054377,-0.19045,40.677
0.1524,0.1555,170.64,0.29719,0.29542,262.85,0.069444,-0.099092,69.527,-0.14476,-0.15491,56.836
0.24304,0.24603,223.25,0.1942,0.19154,316.73,0.015826,0.098176,78.778,0.082082,0.054721,70.946
0.15471,0.148,251.61,0.18582,0.1869,365.21,-0.08534,-0.079187,94.023,-0.074906,-0.086677,94.205
0.19322,0.19632,410.67,0.22149,0.2206,441.75,0.093483,0.14797,98.952,0.11779,0.18109,97.177
0.1816,0.18179,522.62,0.19446,0.19537,554.22,0.13636,0.14205,115.5,0.14286,0.14719,121.17
0.093517,0.091625,469.93,0.15271,0.15617,500.15,0.029634,0.032597,110.64,0.053341,0.084321,112.49
0.1625,0.16766,413.12,0.14267,0.13912,531.65,0.00054496,-0.36049,126.89,-0.010082,0.073025,123.42
0.086746,0.084012,360.96,0.1993,0.19918,483.22,0.047129,-0.23131,119.36,0.0067714,0.031419,110.9
0.072232,0.070616,431.32,0.18773,0.18625,540.7,0.0057979,-0.10464,128.23,0.16041,0.16538,121.68
0.030018,0.028108,659.95,0.098874,0.098344,707.49,-0.0011696,-0.043275,174.08,-0.036257,-0.083918,151.13
0.066532,0.058869,794.6,0.074861,0.06787,799.9,0.0045704,-0.025594,213.26,-0.025899,-0.010055,184.92
0.091203,0.084525,562.67,0.11901,0.11564,549.03,-0.02405,-0.015439,169.3,-0.061164,-0.017518,135.91
0.097775,0.097507,572.7,0.15985,0.15561,596.13,-0.030481,-0.012016,172.06,-0.083822,0.016413,136.64
0.13091,0.1311,510.36,0.1471,0.14191,499.6,0.0025803,-0.014908,176.76,-0.16198,0.03039,138.37
0.093881,0.093948,551.65,0.11737,0.11966,490.52,0.0050837,-0.029306,168.04,0.047548,-0.080443,126.67
0.062347,0.058808,569.53,0.12074,0.12007,555.01,-0.022479,-0.036756,149.1,-0.052248,-0.1209,116.94
0.051876,0.048703,654.01,0.069858,0.071544,645.39,-0.026651,-0.0093882,195.09,-0.025439,-0.074803,160.51
0.019469,0.017749,737.03,0.096074,0.089601,708.44,-0.020487,-0.0053444,221.02,0.010392,-0.046615,204.48
0.075655,0.0789,634.89,0.056511,0.056048,588.86,-0.047137,-0.075477,167.02,-0.081839,0.028629,156.94
0.07897,0.083918,488.47,0.047956,0.046201,476.9,-0.0030573,-0.086159,136.58,-0.16398,-0.039466,134.34
0.055786,0.060509,498.32,0.1076,0.10974,518.52,0.011551,-0.11166,141.23,-0.059956,-0.038504,125.03
0.093665,0.095536,588.41,0.079793,0.081039,613.93,-0.020327,0.028233,166.8,-0.080463,-0.085263,147.87
0.14656,0.14734,517.55,0.13214,0.13426,491.04,0.050372,-0.088437,134.16,0.027762,0.086434,129.55
0.1717,0.1717,556.11,0.11577,0.11233,494.51,-0.12809,-0.051407,154.69,-0.091614,-0.13383,146.44
0.10077,0.09781,538.99,0.071383,0.072983,502.93,-0.07155,-0.21748,123.25,0.027715,-0.06052,124.25
0.069831,0.073875,613.35,0.06755,0.069272,595.9,-0.075784,-0.031972,152.44,0.012729,0.044701,143.14
0.074963,0.077774,513.33,0.088085,0.09469,507.96,-0.027409,-0.09348,135.96,-0.088286,-0.067224,133.05
0.11533,0.12233,499.47,0.11409,0.12818,496.01,-0.012478,0.01509,118.26,0.03105,-0.17063,114.27
0.14316,0.1516,382.03,0.10347,0.12534,377.96,0.024829,-0.082763,113.19,-0.065639,0.028539,110.34
-0.004539,0.054999,239.12,-0.01943,0.10518,222.2,0.023344,-0.062161,68.179,-0.059718,0.01873,65.605
-0.078885,-0.013078,211.5,-0.13913,0.039149,194.23,-0.048113,-0.070707,66.688,-0.042265,-0.069112,65.144
-0.065634,-0.0028327,245.07,-0.11861,0.044869,231.27,-0.05076,-0.053746,90.056,-0.081162,-0.066775,82.294
-0.06468,-0.0039106,372.11,-0.11155,0.047251,363.33,-0.077178,-0.041069,119.54,-0.16648,0.027288,110.84
-0.078177,-0.021606,605.31,-0.12174,0.024297,577.96,-0.074529,-0.027698,178.26,-0.12022,0.023701,162.88
-0.065274,-0.019141,730.92,-0.12784,0.024476,701.07,-0.053079,-0.06129,193.88,-0.11554,-0.040176,181.32
-0.042181,0.0095694,482.77,-0.085863,0.050923,459.93,-0.052855,-0.046637,139.31,-0.053137,-0.07801,130.01
0.089492,0.10502,699.39,0.067337,0.092543,612.24,0.05,0.026389,154.57,0.023333,0.012222,145.74
0.17205,0.17343,789.61,0.096413,0.09006,650.73,0.19735,0.21256,163.71,0.083333,0.040822,161.07
0.16473,0.16707,822.11,0.08219,0.081875,723.67,0.18516,0.14891,183.66,0.047685,0.00083659,184.25
0.080067,0.084067,663.21,0.090069,0.075197,672.29,0.053057,-0.034602,181.88,0.059689,-0.035467,175.48
0.11002,0.10983,589.77,0.17225,0.1689,655.16,0.039015,0.12009,159.16,0.1389,0.13448,148.6
