0.083437,0.072271,1895.7,0.083113,0.08722,1921.2,0.028509,-0.0078321,420.66,-0.0040727,0.061404,419.67
0.033567,0.037746,2472.3,0.054211,0.052589,2480.8,0.023318,-0.020366,586.74,0.033353,0.011511,585.24
0.044781,0.054519,2261.2,0.064328,0.065701,2283.2,-0.032569,-0.016888,541.05,0.028951,0.053679,540.12
0.025995,0.032426,2501.3,0.048033,0.046608,2510.8,0.021068,0.0083086,588.68,0.033531,0.027893,588.2
0.025204,0.02928,2553.3,0.040904,0.040494,2557.3,0.0026377,0.02374,618.7,0.021102,0.010551,617.7
0.046731,0.049376,2413.7,0.05467,0.055426,2411.2,0,0.021347,568.65,0.036079,0.0030066,567.66
0.037927,0.043191,2466.8,0.045977,0.046661,2466.7,0.020858,0.0017878,575.69,0.033969,-0.022646,574.2
0.061685,0.060677,2326.7,0.066621,0.066689,2326.2,0.0206,0.027075,548.09,0.060624,0.065921,547.15
0.037245,0.039428,2651.3,0.042546,0.043958,2649.2,-0.0055329,0.0069889,617.63,0.027373,-0.030577,616.64
0.03087,0.029381,2905.3,0.029842,0.033825,2886.2,0.0189,-0.040664,657.67,0.018041,0.005441,658.66
0.037163,0.037621,2874.7,0.042081,0.041296,2873.2,0.017036,-0.0019875,660.65,-0.066156,0.010789,659.65
0.026527,0.027627,3034.8,0.028015,0.029244,3032.8,0.015263,0.022612,714.19,0.020633,-0.018937,713.68
0.018413,0.028268,2973.3,0.030444,0.032212,2965.3,0.0049048,0.016734,671.73,-0.048471,0.0072129,671.22
0.046242,0.057356,2554.7,0.064826,0.065952,2565.2,-0.011032,-0.048897,579.06,-0.01133,0.021765,578.57
0.039068,0.04055,2558.8,0.050128,0.05127,2549.8,0.023228,-0.052412,595.17,-0.002978,0.011018,594.66
0.034263,0.025596,2704.8,0.030668,0.032265,2702.3,0.0095431,-0.066802,631.18,0.025159,0.027473,631.7
0.023759,0.014388,2925.8,0.019442,0.019377,2922.3,0.0060659,-0.04275,679.28,-0.0043328,0.012421,679.28
0.025068,0.0088076,2695.3,0.021049,0.018964,2694.3,0.024455,0.021803,631.25,0.014437,0.0165,630.25
0.032669,0.022916,2599.8,0.032753,0.03228,2598.3,-0.017518,0.021675,614.23,0.016924,-0.0026722,613.23
0.01005,-0.0035509,2864.8,0.01772,0.0022564,2873.3,-0.015823,0.0089183,672.77,0.012658,0.0048907,671.28
0.0021332,-0.0058824,3223.9,0.0065815,-0.0063879,3225.4,-0.0065564,0.0071266,728.87,0.010547,0.0074116,729.37
-0.00057715,-0.0079518,3281.9,0.0070024,-0.0065527,3279.4,-0.0017084,-0.0037016,748.86,0.0068337,0.0017084,748.37
6.3654e-05,-0.0031827,3327.4,0.0051744,-0.0056216,3328.4,-0.0033557,0.0027964,765.37,0.00055928,0.0025168,767.87
-0.00012538,-0.0036359,3504.9,0.004199,-0.0022562,3505.9,0.0043908,0.00054885,813.82,0.0052141,-0.0057629,812.32
0.0019089,0.0018453,3301.9,0.007538,-0.0017887,3300.4,-0.0019886,0.0042614,755.86,-0.0025568,0.0034091,755.86
0.023728,0.02458,2874.3,0.027774,0.027642,2876.3,0.0061296,-0.036778,658.71,0.011092,-0.0072971,659.21
0.010769,0.012372,3183.9,0.014391,0.01316,3183.4,-0.0091064,0.0011383,730.31,0.0048378,0.0011383,731.31
0.0055448,0.012186,3124.3,0.012899,0.012443,3126.3,-0.011306,0.0045223,727.73,0.0036744,0.00028265,728.73
0.00063597,0.0058509,3329.4,0.0049321,-0.0013451,3329.4,-0.0088692,0.0055432,772.8,0.0038803,-0.00083149,774.3
0.0040435,0.011499,3337.3,0.0053961,-0.0023489,3335.8,0.0013729,-0.0021966,765.77,-0.00027457,0.0021966,764.78
0.00064275,0.00052589,4147.4,0.00081804,0.00070118,4149.9,0.0036082,0.0036082,945.24,0.0036082,0.0036082,945.24
0.000998,0.0011154,4086.4,0.0011157,0.0013506,4086.4,0.0031056,0.0031056,932.22,0.0023292,0.0028468,933.72
0.0011579,0.0013895,4210.9,0.001679,0.001679,4209.4,0.0038324,0.0038324,955.77,0.0043434,0.0038324,954.78
0.0016125,0.0016125,4263.4,0.0014398,0.0015549,4263.4,0.0040775,0.0040775,970.26,0.0040775,0.0040775,970.27
0.0029073,0.0030236,4173.8,0.0018032,0.0021522,4175.8,0.0043523,0.0043523,950.74,0.0035842,0.0035842,952.23
0,0.0017415,3890.4,0.0012011,-0.00078069,3891.4,0.0034667,0.0034667,896.34,0.0029333,0.0029333,896.34
-0.0076365,0.0043274,3319.9,0.0014637,-0.0068729,3319.9,0.0039481,-0.0059222,766.86,0.0045121,0.0022561,768.36
-0.00497,0.03159,2484.8,0.025735,-0.0021106,2485.3,0.0092478,-0.050863,581.68,0.0015413,-0.02127,582.68
-0.00012962,-0.00025924,3105.3,0.010477,-0.010219,3101.8,-0.002798,0.0016788,725.88,0.0025182,-0.001399,724.38
0.00049255,-0.0032631,3662.9,0.0023402,-0.0056041,3659.9,0.0019053,0.0019053,841.38,0.0048993,0.0046271,841.88
0.0010323,-0.0021253,3785.9,0.0023089,-0.0022481,3786.9,0.0034778,0.0037453,859.9,0.0037453,0.0032103,859.9
